iter	Passed	Remaining
975	15528	79935
976	15544	79918
977	15561	79905
978	15577	79893
979	15592	79870
980	15606	79845
981	15623	79833
982	15640	79822
983	15655	79806
984	15674	79803
985	15695	79814
986	15714	79816
987	15731	79803
988	15749	79800
989	15764	79780
990	15780	79762
991	15795	79739
992	15809	79717
993	15825	79702
994	15839	79677
995	15854	79653
996	15869	79636
997	15884	79615
998	15899	79591
999	15914	79573
1000	15930	79554
1001	15945	79535
1002	15976	79596
1003	15997	79603
1004	16009	79571
1005	16022	79540
1006	16038	79521
1007	16052	79499
1008	16066	79473
1009	16081	79451
1010	16096	79432
1011	16112	79413
1012	16126	79388
1013	16141	79368
1014	16158	79357
1015	16172	79336
1016	16187	79315
1017	16202	79292
1018	16218	79280
1019	16234	79263
1020	16250	79245
1021	16264	79219
1022	16279	79203
1023	16294	79183
1024	16310	79166
1025	16327	79153
1026	16343	79139
1027	16357	79112
1028	16373	79096
1029	16392	79098
1030	16411	79097
1031	16426	79078
1032	16441	79057
1033	16456	79033
1034	16470	79012
1035	16486	78997
1036	16501	78976
1037	16515	78950
1038	16530	78927
1039	16547	78917
1040	16561	78894
1041	16574	78864
1042	16589	78843
1043	16604	78822
1044	16619	78804
1045	16636	78792
1046	16652	78777
1047	16669	78765
1048	16684	78744
1049	16698	78719
1050	16713	78700
1051	16727	78674
1052	16741	78653
1053	16757	78637
1054	16773	78620
1055	16788	78598
1056	16803	78579
1057	16818	78560
1058	16833	78540
1059	16847	78516
1060	16861	78492
1061	16876	78472
1062	16891	78451
1063	16906	78430
1064	16921	78409
1065	16935	78384
1066	16950	78365
1067	16965	78346
1068	17002	78429
1069	17018	78413
1070	17034	78395
1071	17050	78381
1072	17066	78364
1073	17081	78343
1074	17095	78321
1075	17111	78306
1076	17128	78293
1077	17143	78273
1078	17158	78257
1079	17175	78242
1080	17188	78216
1081	17203	78195
1082	17219	78179
1083	17235	78165
1084	17250	78146
1085	17266	78126
1086	17282	78113
1087	17296	78089
1088	17312	78071
1089	17326	78049
1090	17343	78039
1091	17358	78018
1092	17374	78001
1093	17388	77979
1094	17407	77975
1095	17425	77971
1096	17440	77951
1097	17456	77933
1098	17471	77916
1099	17487	77898
1100	17502	77878
1101	17517	77860
1102	17532	77838
1103	17547	77819
1104	17563	77804
1105	17581	77797
1106	17597	77780
1107	17612	77763
1108	17629	77752
1109	17645	77735
1110	17662	77725
1111	17678	77709
1112	17693	77689
1113	17708	77668
1114	17723	77647
1115	17739	77633
1116	17753	77612
1117	17767	77587
1118	17781	77563
1119	17795	77539
1120	17810	77517
1121	17827	77504
1122	17840	77480
1123	17855	77459
1124	17871	77441
1125	17887	77427
1126	17904	77418
1127	17921	77404
1128	17937	77391
1129	17954	77380
1130	17970	77364
1131	18007	77437
1132	18024	77425
1133	18038	77403
1134	18052	77377
1135	18066	77355
1136	18081	77337
1137	18097	77321
1138	18113	77304
1139	18129	77289
1140	18145	77272
1141	18160	77252
1142	18175	77232
1143	18189	77208
1144	18205	77193
1145	18217	77163
1146	18232	77144
1147	18248	77127
1148	18265	77114
1149	18297	77169
1150	18328	77214
1151	18347	77211
1152	18361	77186
1153	18376	77167
1154	18390	77145
1155	18409	77141
1156	18428	77138
1157	18442	77115
1158	18458	77097
1159	18473	77080
1160	18488	77059
1161	18502	77035
1162	18517	77017
1163	18533	76998
1164	18548	76981
1165	18564	76963
1166	18577	76937
1167	18591	76911
1168	18609	76905
1169	18628	76900
1170	18645	76891
1171	18663	76882
1172	18677	76860
1173	18695	76850
1174	18710	76832
1175	18724	76808
1176	18738	76784
1177	18751	76758
1178	18766	76737
1179	18782	76721
1180	18795	76693
1181	18810	76674
1182	18827	76661
1183	18841	76640
1184	18853	76605
1185	18866	76579
1186	18882	76563
1187	18897	76542
1188	18911	76521
1189	18926	76503
1190	18942	76484
1191	18956	76462
1192	18971	76444
1193	18986	76421
1194	19024	76494
1195	19051	76523
1196	19072	76529
1197	19087	76508
1198	19102	76488
1199	19116	76465
1200	19131	76447
1201	19148	76434
1202	19167	76430
1203	19187	76430
1204	19213	76456
1205	19245	76504
1206	19266	76505
1207	19279	76481
1208	19293	76455
1209	19308	76436
1210	19322	76413
1211	19336	76388
1212	19349	76362
1213	19364	76340
1214	19379	76322
1215	19394	76302
1216	19409	76282
1217	19431	76288
1218	19455	76305
1219	19475	76305
1220	19491	76288
1221	19506	76268
1222	19521	76249
1223	19535	76226
1224	19549	76201
1225	19563	76179
1226	19577	76156
1227	19592	76135
1228	19606	76114
1229	19621	76092
1230	19636	76073
1231	19651	76054
1232	19671	76053
1233	19692	76056
1234	19712	76054
1235	19727	76036
1236	19743	76021
1237	19759	76005
1238	19773	75983
1239	19788	75961
1240	19804	75947
1241	19821	75933
1242	19836	75916
1243	19853	75903
1244	19868	75883
1245	19885	75869
1246	19904	75865
1247	19926	75873
1248	19946	75874
1249	19963	75862
1250	19978	75840
1251	19991	75815
1252	20032	75893
1253	20050	75885
1254	20065	75864
1255	20078	75839
1256	20093	75819
1257	20107	75795
1258	20123	75779
1259	20139	75762
1260	20159	75763
1261	20179	75761
1262	20200	75764
1263	20215	75744
1264	20233	75737
1265	20248	75715
1266	20264	75698
1267	20277	75673
1268	20291	75649
1269	20304	75622
1270	20319	75601
1271	20335	75587
1272	20351	75570
1273	20366	75552
1274	20382	75533
1275	20397	75516
1276	20411	75493
1277	20427	75477
1278	20447	75476
1279	20463	75460
1280	20481	75450
1281	20499	75442
1282	20518	75438
1283	20538	75435
1284	20561	75445
1285	20584	75456
1286	20603	75449
1287	20619	75433
1288	20633	75412
1289	20649	75395
1290	20664	75373
1291	20679	75355
1292	20694	75337
1293	20709	75316
1294	20723	75293
1295	20742	75286
1296	20765	75296
1297	20781	75280
1298	20801	75280
1299	20819	75270
1300	20836	75258
1301	20866	75291
1302	20889	75301
1303	20905	75286
1304	20919	75261
1305	20934	75240
1306	20952	75231
1307	20967	75214
1308	20984	75201
1309	21001	75187
1310	21039	75250
1311	21064	75265
1312	21079	75245
1313	21092	75220
1314	21108	75203
1315	21122	75180
1316	21136	75156
1317	21151	75138
1318	21172	75140
1319	21193	75139
1320	21209	75122
1321	21225	75109
1322	21242	75094
1323	21257	75074
1324	21272	75057
1325	21290	75046
1326	21309	75040
1327	21325	75024
1328	21342	75012
1329	21359	74998
1330	21377	74991
1331	21392	74971
1332	21406	74946
1333	21421	74925
1334	21438	74913
1335	21458	74910
1336	21480	74918
1337	21497	74903
1338	21511	74881
1339	21529	74870
1340	21546	74857
1341	21562	74842
1342	21579	74829
1343	21595	74811
1344	21611	74795
1345	21626	74778
1346	21644	74768
1347	21661	74755
1348	21680	74748
1349	21695	74730
1350	21712	74715
1351	21726	74694
1352	21741	74672
1353	21755	74651
1354	21770	74629
1355	21785	74611
1356	21800	74590
1357	21814	74566
1358	21828	74546
1359	21847	74537
1360	21864	74524
1361	21879	74504
1362	21893	74483
1363	21909	74465
1364	21922	74441
1365	21938	74422
1366	21953	74403
1367	21967	74380
1368	21981	74358
1369	21996	74339
1370	22009	74312
1371	22024	74293
1372	22066	74363
1373	22085	74358
1374	22100	74336
1375	22114	74315
1376	22129	74295
1377	22143	74272
1378	22160	74260
1379	22176	74244
1380	22194	74232
1381	22210	74217
1382	22226	74201
1383	22243	74188
1384	22260	74173
1385	22275	74156
1386	22292	74142
1387	22308	74126
1388	22324	74108
1389	22342	74099
1390	22358	74083
1391	22374	74066
1392	22388	74044
1393	22403	74026
1394	22418	74005
1395	22433	73986
1396	22451	73975
1397	22465	73951
1398	22489	73961
1399	22517	73984
1400	22531	73964
1401	22548	73949
1402	22563	73929
1403	22578	73909
1404	22591	73886
1405	22606	73864
1406	22621	73846
1407	22640	73838
1408	22657	73825
1409	22673	73808
1410	22687	73785
1411	22702	73768
1412	22718	73750
1413	22735	73738
1414	22751	73721
1415	22766	73702
1416	22782	73684
1417	22797	73664
1418	22812	73645
1419	22827	73626
1420	22844	73613
1421	22858	73589
1422	22872	73567
1423	22886	73543
1424	22901	73526
1425	22917	73508
1426	22937	73507
1427	22955	73494
1428	22975	73492
1429	22996	73493
1430	23016	73488
1431	23031	73468
1432	23046	73450
1433	23086	73511
1434	23104	73500
1435	23119	73480
1436	23133	73458
1437	23148	73438
1438	23165	73423
1439	23180	73404
1440	23194	73382
1441	23208	73359
1442	23223	73340
1443	23237	73318
1444	23253	73300
1445	23268	73282
1446	23287	73274
1447	23316	73299
1448	23347	73330
1449	23364	73314
1450	23380	73300
1451	23395	73281
1452	23410	73261
1453	23425	73242
1454	23440	73222
1455	23457	73207
1456	23473	73190
1457	23495	73192
1458	23511	73178
1459	23526	73157
1460	23540	73135
1461	23555	73114
1462	23570	73097
1463	23586	73080
1464	23602	73063
1465	23617	73044
1466	23631	73020
1467	23646	72999
1468	23660	72979
1469	23677	72965
1470	23693	72947
1471	23708	72927
1472	23725	72916
1473	23739	72894
1474	23753	72871
1475	23769	72854
1476	23787	72843
1477	23802	72824
1478	23816	72803
1479	23832	72785
1480	23847	72764
1481	23862	72747
1482	23877	72725
1483	23892	72708
1484	23907	72688
1485	23921	72665
1486	23935	72643
1487	23950	72623
1488	23963	72598
1489	23977	72575
1490	23994	72563
1491	24010	72546
1492	24025	72527
1493	24041	72511
1494	24057	72493
1495	24098	72553
1496	24118	72548
1497	24133	72528
1498	24147	72508
1499	24162	72488
1500	24177	72466
1501	24191	72445
1502	24206	72425
1503	24221	72406
1504	24238	72391
1505	24252	72369
1506	24266	72349
1507	24283	72334
1508	24297	72313
1509	24311	72289
1510	24325	72268
1511	24341	72251
1512	24356	72232
1513	24372	72217
1514	24388	72200
1515	24403	72181
1516	24421	72168
1517	24437	72153
1518	24453	72136
1519	24469	72120
1520	24485	72104
1521	24502	72091
1522	24520	72080
1523	24537	72066
1524	24553	72051
1525	24568	72030
1526	24582	72010
1527	24596	71987
1528	24611	71966
1529	24624	71941
1530	24637	71917
1531	24653	71901
1532	24669	71883
1533	24685	71868
1534	24701	71852
1535	24716	71833
1536	24731	71812
1537	24744	71788
1538	24760	71771
1539	24775	71751
1540	24789	71730
1541	24803	71709
1542	24819	71690
1543	24834	71672
1544	24848	71651
1545	24864	71633
1546	24879	71614
1547	24895	71600
1548	24911	71581
1549	24928	71568
1550	24944	71552
1551	24959	71533
1552	24975	71518
1553	24994	71508
1554	25012	71500
1555	25032	71494
1556	25056	71499
1557	25076	71496
1558	25117	71549
1559	25147	71574
1560	25170	71576
1561	25184	71554
1562	25199	71536
1563	25214	71516
1564	25231	71502
1565	25248	71490
1566	25264	71472
1567	25281	71458
1568	25296	71440
1569	25312	71422
1570	25329	71408
1571	25346	71396
1572	25361	71376
1573	25376	71357
1574	25391	71338
1575	25405	71316
1576	25419	71295
1577	25434	71275
1578	25449	71254
1579	25465	71238
1580	25480	71219
1581	25496	71202
1582	25512	71186
1583	25532	71181
1584	25549	71167
1585	25563	71147
1586	25579	71129
1587	25595	71114
1588	25616	71109
1589	25635	71102
1590	25654	71094
1591	25672	71082
1592	25687	71063
1593	25703	71048
1594	25719	71031
1595	25735	71013
1596	25750	70996
1597	25766	70979
1598	25782	70961
1599	25795	70936
1600	25810	70918
1601	25825	70897
1602	25841	70882
1603	25856	70863
1604	25875	70856
1605	25894	70845
1606	25911	70834
1607	25926	70813
1608	25943	70799
1609	25958	70780
1610	25975	70767
1611	25990	70749
1612	26008	70736
1613	26022	70715
1614	26037	70695
1615	26052	70677
1616	26070	70665
1617	26084	70644
1618	26099	70624
1619	26212	70870
1620	26229	70857
1621	26244	70836
1622	26257	70812
1623	26271	70791
1624	26286	70771
1625	26301	70751
1626	26316	70733
1627	26331	70714
1628	26346	70693
1629	26359	70668
1630	26372	70644
1631	26387	70624
1632	26403	70609
1633	26419	70593
1634	26438	70582
1635	26454	70567
1636	26472	70554
1637	26488	70538
1638	26505	70523
1639	26520	70505
1640	26536	70489
1641	26551	70469
1642	26565	70449
1643	26579	70425
1644	26594	70407
1645	26614	70400
1646	26633	70392
1647	26651	70379
1648	26667	70364
1649	26686	70354
1650	26703	70340
1651	26734	70365
1652	26767	70390
1653	26790	70395
1654	26815	70400
1655	26839	70404
1656	26860	70402
1657	26881	70396
1658	26900	70388
1659	26917	70374
1660	26935	70364
1661	26953	70350
1662	26971	70339
1663	26993	70337
1664	27012	70328
1665	27031	70320
1666	27052	70317
1667	27069	70301
1668	27089	70295
1669	27108	70286
1670	27127	70277
