iter	Logloss	Accuracy	Precision	Recall	F1	MCC
0	0.6876222923	0.8090425766	0.7286973555	0.0812315755	0.1461689587	0.1992998121
1	0.6824014935	0.8076365394	0.7802503477	0.0612512283	0.1135857461	0.1829729807
2	0.6770842874	0.8063183795	0.8135283364	0.04858609018	0.09169585823	0.1684429335
3	0.6721156934	0.8071971528	0.8207705193	0.05349929032	0.1004510045	0.1781535136
4	0.6670460021	0.8065161035	0.828358209	0.04847690796	0.09159360495	0.1707581575
5	0.6622001999	0.8063842875	0.8589211618	0.04520144121	0.08588320714	0.169717769
6	0.6574408768	0.8068017048	0.858546169	0.04771263238	0.09040132396	0.174359343
7	0.6530528319	0.8053077903	0.9046321526	0.03624849874	0.06970396809	0.1581845923
8	0.6486274856	0.804890373	0.9316770186	0.03275466754	0.06328446366	0.1537897896
9	0.6443781443	0.8042532624	0.9337979094	0.02926083634	0.05674359517	0.1455564878
10	0.6401728267	0.8052418823	0.9454545455	0.03406485424	0.06576035409	0.1586390511
11	0.6356541635	0.8057471769	0.9464788732	0.03668522764	0.07063275173	0.1648104735
12	0.631640238	0.8054396063	0.9469026549	0.03504749427	0.06759317751	0.1611166594
13	0.6276073641	0.8067357968	0.9547738693	0.04148924555	0.07952286282	0.1765330979
14	0.6236346448	0.8062964102	0.9523809524	0.03930560105	0.07549543882	0.1714561153
15	0.6198646194	0.8063623182	0.9551451187	0.0395239655	0.07590689872	0.1723164339
16	0.616119465	0.8064721649	0.9464285714	0.04050660552	0.07768820019	0.1732456433
17	0.6124054446	0.8060986862	0.937007874	0.03897805437	0.0748427673	0.1686178925
18	0.6087931095	0.8065161035	0.9422110553	0.04094333443	0.07847650936	0.1735900516
19	0.6053877921	0.8069774595	0.9537712895	0.04279943225	0.08192267503	0.179180149
20	0.6018143441	0.8078342634	0.9577777778	0.04705753903	0.08970756582	0.1885684606
21	0.5985678943	0.8079660794	0.9543478261	0.04793099683	0.09127767959	0.1898088698
22	0.5951301584	0.807746386	0.9573991031	0.04662081013	0.08891202499	0.1876262195
23	0.5920187659	0.8079221407	0.9581497797	0.04749426793	0.09050244461	0.189506229
24	0.5888475813	0.8076585087	0.9611872146	0.04596571678	0.08773575076	0.1868507271
25	0.5857140107	0.8074607847	0.9647058824	0.0447647123	0.08555926544	0.1848824711
26	0.5826666082	0.8073729074	0.9557109557	0.0447647123	0.08552357113	0.1835702199
27	0.579658076	0.8077244167	0.9492273731	0.04694835681	0.08947149397	0.1870639722
28	0.5767677428	0.80827365	0.9576271186	0.04935036576	0.09386356557	0.1931315971
29	0.5739110359	0.8082297113	0.9574468085	0.04913200131	0.09346764981	0.1926717681
30	0.5710836306	0.8081638033	0.9513742072	0.04913200131	0.09343853821	0.1917399807
31	0.568438317	0.8082956193	0.9519832985	0.04978709466	0.09462544096	0.1931217885
