iter	Logloss	Accuracy	Precision	Recall	F1	MCC
122	0.4526256622	0.8148424799	0.9462759463	0.08461622448	0.1553417519	0.2515572273
123	0.4520830812	0.8150182345	0.9467956469	0.08548968228	0.1568195474	0.2529818116
124	0.4514719276	0.8149742959	0.9466666667	0.08527131783	0.1564503205	0.2526263594
125	0.4508501517	0.8149083879	0.9443099274	0.0851621356	0.1562343515	0.2519830767
126	0.4502994323	0.8149303572	0.9443772672	0.08527131783	0.1564189866	0.2521612326
127	0.4497717245	0.8149523266	0.9455205811	0.08527131783	0.156434652	0.2523936099
128	0.4492049475	0.8149742959	0.9455864571	0.08538050005	0.156619267	0.2525715221
129	0.4486647834	0.8150841425	0.9448441247	0.08603559341	0.1577103973	0.2534050961
130	0.4481037644	0.8151280812	0.9428571429	0.08647232231	0.1584158416	0.2536524888
131	0.4476204099	0.8151280812	0.9428571429	0.08647232231	0.1584158416	0.2536524888
132	0.4471061823	0.8152598972	0.9432624113	0.08712741566	0.1595202399	0.2547129847
133	0.4465581817	0.8153258052	0.9413833529	0.08767332678	0.160407511	0.2551369167
134	0.4461140237	0.8155235292	0.9430232558	0.08854678458	0.1618924044	0.256769361
135	0.4456144778	0.8155015598	0.9429569267	0.08843760236	0.1617089239	0.2565942143
136	0.4451523182	0.8156553451	0.9434180139	0.08920187793	0.1629925187	0.257817949
137	0.4446968623	0.8155894371	0.9411764706	0.08909269571	0.1627767804	0.2571905484
138	0.4442597385	0.8156992838	0.9425287356	0.08952942461	0.1635257753	0.2581146262
139	0.4437346068	0.8157212531	0.9436133487	0.08952942461	0.1635420822	0.2583407792
140	0.4432980043	0.8157432225	0.9406392694	0.08996615351	0.1642252118	0.2583603566
141	0.4429454869	0.8157432225	0.9426605505	0.08974778906	0.163891935	0.2584628772
142	0.4424404722	0.8158970078	0.9421112372	0.09062124686	0.1653386454	0.2596269608
143	0.4420253784	0.8161167011	0.9397993311	0.09204061579	0.1676610979	0.2612032664
144	0.4416219215	0.8162485171	0.9392265193	0.09280489136	0.1689189189	0.2621854922
145	0.4412220241	0.816578057	0.9402173913	0.09444262474	0.1716440123	0.2647488047
146	0.4407989268	0.8166879037	0.9405405405	0.09498853587	0.1725505752	0.2655982281
147	0.4404798342	0.8166659344	0.9404761905	0.09487935364	0.1723693345	0.2654285416
148	0.4401036604	0.816841689	0.9419354839	0.09564362922	0.1736544752	0.2668325324
149	0.4397289873	0.8168636583	0.9410503751	0.09586199367	0.1739992073	0.2669521809
150	0.4393293634	0.8170613823	0.9425531915	0.09673545147	0.1754629171	0.2685171056
151	0.4389364353	0.8170174436	0.9396186441	0.09684463369	0.1755914085	0.2680346652
152	0.4385470152	0.8170833516	0.9398099261	0.09717218037	0.1761329903	0.2685388111
153	0.4381204256	0.8171931983	0.9401260504	0.09771809149	0.1770349125	0.2693771475
154	0.437735106	0.8173689529	0.940625	0.0985915493	0.178476134	0.2707135754
155	0.4372930176	0.8173250143	0.9405010438	0.09837318485	0.1781160423	0.2703800313
156	0.4369109099	0.8173909223	0.9425287356	0.09848236707	0.1783313563	0.2709770422
157	0.4365468954	0.8175666769	0.9439252336	0.09924664265	0.179608773	0.2723555791
158	0.4361117373	0.8175886462	0.9412371134	0.09968337155	0.1802744595	0.2723757275
159	0.4357553159	0.8176325849	0.9404517454	0.1000109182	0.1807954209	0.2726593284
160	0.4353834906	0.8177863702	0.9399796541	0.100884376	0.1822125813	0.2737688812
161	0.4349653071	0.8180060635	0.9405840886	0.1019761983	0.1840031521	0.2754139239
162	0.4346148062	0.8182916648	0.9413518887	0.1033955672	0.1863256272	0.2775392629
163	0.4342562243	0.8182916648	0.9396039604	0.1036139317	0.1866456879	0.2774462016
164	0.4338409523	0.8184234808	0.9408284024	0.1041598428	0.1875552934	0.2784685604
165	0.4335177628	0.8185772661	0.9421000981	0.1048149361	0.1886421694	0.2796499663
166	0.4331018332	0.8187090821	0.9424390244	0.1054700295	0.189709348	0.2806192897
167	0.4327189258	0.8187969594	0.9409486931	0.1061251228	0.1907378336	0.2811711175
168	0.4323064535	0.8189068061	0.9395393474	0.1068893984	0.1919419665	0.2818838082
169	0.4320091838	0.8188408981	0.9410628019	0.1063434873	0.1910927997	0.2814929173
170	0.4317172134	0.8189287754	0.9412897016	0.1067802162	0.1918023142	0.2821355221
171	0.4313963171	0.8189068061	0.9412331407	0.106671034	0.1916249877	0.2819749949
172	0.4310972962	0.8189507448	0.9396551724	0.1071077629	0.1922963834	0.2822048087
173	0.430745492	0.8190825607	0.9416826004	0.1075444918	0.1930426262	0.2832569124
174	0.4304573307	0.8193242234	0.9422894986	0.1087454962	0.1949882537	0.2850110479
175	0.4301570227	0.8192802847	0.9421800948	0.1085271318	0.194634815	0.2846928396
176	0.4298558719	0.819368162	0.9407337723	0.1091822251	0.1956564273	0.285238058
177	0.4295459204	0.8193901314	0.938317757	0.109618954	0.1963046241	0.2852632012
178	0.4292585218	0.819499978	0.9402427638	0.1099465007	0.1968719453	0.2861450289
179	0.4288500006	0.8194780087	0.9401869159	0.1098373185	0.1966956692	0.285986579
180	0.4284807068	0.8195878554	0.9380203515	0.1107107763	0.198046875	0.2866455417
181	0.4281651047	0.8198734567	0.9387568556	0.1121301452	0.2003316103	0.2886944549
182	0.4279058988	0.8200492113	0.9392014519	0.113003603	0.2017347237	0.2899488594
183	0.4275713345	0.820159058	0.9402714932	0.1134403319	0.2024551832	0.290774062
184	0.4272744395	0.8201810273	0.9403254973	0.1135495141	0.2026302971	0.2909301365
185	0.4270364031	0.8204226899	0.9401251117	0.1148597008	0.2047090874	0.2925984363
186	0.426632819	0.8205984446	0.9389920424	0.1159515231	0.2064139942	0.2937517639
187	0.4263037167	0.8207302606	0.9377738826	0.1168249809	0.2077669903	0.294593569
188	0.4260045857	0.8207522299	0.9370629371	0.1170433453	0.2080947297	0.2947058361
189	0.4256922695	0.8209279845	0.9367417678	0.1180259854	0.2096383206	0.2958952374
190	0.4254084494	0.8209279845	0.9359861592	0.1181351676	0.2097915657	0.2958539655
191	0.4251013854	0.8213454018	0.9370212766	0.1202096299	0.2130830269	0.2987595678
192	0.4248013049	0.8217408498	0.9372384937	0.1222840921	0.2163415105	0.3014484069
193	0.424540479	0.8216969111	0.9364016736	0.1221749099	0.2161483485	0.3011056749
194	0.4243067859	0.8216969111	0.9349457882	0.1223932744	0.2164510523	0.3010255036
195	0.4240897632	0.8218726658	0.9360995851	0.12315755	0.2176765728	0.302272766
196	0.4238594796	0.8221362977	0.9374485597	0.1243585544	0.2195874301	0.3041158943
197	0.4236159708	0.8220703897	0.9365733114	0.12414019	0.2192229827	0.3036259004
198	0.4233564046	0.8221143284	0.9359605911	0.1244677367	0.2197166811	0.3038860086
199	0.4231012058	0.8221802364	0.9361179361	0.1247952833	0.2202312139	0.3043354844
200	0.4227888078	0.8223340217	0.9357723577	0.1256687411	0.2215805179	0.3053424384
201	0.4224122804	0.8225317457	0.9362389023	0.1266513812	0.2231198307	0.3066833149
202	0.4221448805	0.8226415923	0.9364951768	0.1271972923	0.2239738537	0.3074260064
203	0.4218671168	0.822619623	0.9357429719	0.1271972923	0.223952326	0.3072383851
204	0.4216665144	0.8228393163	0.9348689436	0.128507479	0.2259550778	0.3086421646
205	0.4214152953	0.8229271936	0.9330181245	0.1292717546	0.2270809359	0.3091186944
206	0.4211165291	0.8231249176	0.9334898279	0.1302543946	0.2286097538	0.3104444528
207	0.4208610162	0.8231908256	0.9336455894	0.1305819413	0.2291187739	0.3108852637
208	0.4206529655	0.8232127949	0.9330218069	0.1308003057	0.2294359858	0.3109945511
209	0.4203664469	0.8233006723	0.9325581395	0.1313462168	0.230261269	0.3115439528
210	0.4201385066	0.8233226416	0.931941222	0.1315645813	0.2305778798	0.3116534667
211	0.4198862969	0.8234544576	0.9322555812	0.1322196746	0.2315930388	0.3125313097
212	0.4196466874	0.8235643042	0.9325153374	0.1327655858	0.2324381153	0.3132611914
213	0.4195087497	0.8235862736	0.9332310054	0.1327655858	0.2324603326	0.3134439565
214	0.4191863907	0.8237180895	0.9322162986	0.1336390436	0.2337662338	0.314243818
215	0.4189647082	0.8238279362	0.9324734446	0.1341849547	0.2346091438	0.3149701476
216	0.4186567839	0.8238059669	0.9317664898	0.1341849547	0.2345867532	0.3147885555
217	0.418406636	0.8239597522	0.9340909091	0.1346216836	0.2353277985	0.3159133906
218	0.4181446533	0.8239597522	0.9340909091	0.1346216836	0.2353277985	0.3159133906
219	0.4179463353	0.8240256602	0.9348978047	0.134840048	0.2356870229	0.3163845643
220	0.4177420628	0.8240256602	0.9342403628	0.1349492303	0.2358328563	0.3163474126
221	0.417499906	0.8241574762	0.934537246	0.1356043236	0.2368421053	0.3172138904
222	0.4172769563	0.8242453535	0.9347336834	0.1360410525	0.2375142966	0.3177903888
223	0.4170324187	0.8243771695	0.9356768886	0.1365869636	0.2383765244	0.318690511
224	0.4168655962	0.8244211081	0.9357729649	0.1368053281	0.2387121356	0.318977724
225	0.4165589371	0.8244650468	0.9365197909	0.1369145103	0.2389026481	0.3193020299
226	0.4163133708	0.8244650468	0.9352196575	0.1371328748	0.2391925348	0.3192276323
227	0.4161066323	0.8245089855	0.9353159851	0.1373512392	0.2395277989	0.3195143997
228	0.4158432554	0.8245748934	0.9348148148	0.1377879681	0.240175088	0.3199073096
229	0.4156668596	0.8246627708	0.9350073855	0.138224697	0.2408446685	0.3204795085
230	0.4154960793	0.8247506481	0.9345588235	0.1387706081	0.2416579523	0.3210142622
231	0.4152851277	0.8247945868	0.9346549192	0.1389889726	0.2419922061	0.3212995876
232	0.4150438598	0.8249044334	0.9361702128	0.1393165193	0.2425394412	0.3220852179
233	0.4147307981	0.8250582187	0.9345930233	0.1404083415	0.2441385857	0.3229706355
234	0.4145144074	0.825146096	0.9347826087	0.1408450704	0.24480501	0.3235380008
235	0.4143194413	0.825212004	0.9336697909	0.1413909815	0.2455907453	0.3238911649
236	0.4141079026	0.8251900347	0.9323741007	0.1415001638	0.2457104939	0.3236786819
237	0.4138637027	0.825212004	0.9318018665	0.1417185282	0.2460197119	0.3237851957
238	0.4136586157	0.8253218507	0.9314285714	0.1423736216	0.2469930865	0.3244575895
239	0.4133713367	0.8253877587	0.9303482587	0.1429195327	0.2477758849	0.3248122734
240	0.4131965035	0.8254536667	0.9323361823	0.1429195327	0.2478462558	0.3253393765
241	0.4129937033	0.8253877587	0.9309608541	0.1428103505	0.2476334722	0.3248466767
242	0.4127911843	0.8253877587	0.9321912919	0.142591986	0.2473484848	0.3249161524
243	0.4125948184	0.8255854827	0.9338549075	0.1433562616	0.2485565547	0.3262547091
244	0.4123841001	0.8256953293	0.932251235	0.1442297194	0.2498108926	0.3268522954
245	0.4121894354	0.82567336	0.9322033898	0.1441205372	0.2496453901	0.326711854
246	0.4119961881	0.8257832066	0.9318341532	0.1447756305	0.2506142506	0.3273789547
247	0.4118286618	0.8257612373	0.9305750351	0.1448848128	0.2507321682	0.3271702094
248	0.4116120817	0.8260029	0.9311064718	0.1460858172	0.2525481314	0.3287099733
249	0.4113867177	0.8261127466	0.9307479224	0.1467409106	0.2535131567	0.329373902
250	0.4111555779	0.8260907773	0.9295093296	0.1468500928	0.2536300207	0.3291672853
251	0.4110173288	0.8261347159	0.9290144728	0.1471776395	0.2540999057	0.3294129159
252	0.410788241	0.8262006239	0.9285714286	0.1476143684	0.2547338672	0.329797826
253	0.4105664498	0.8262225933	0.928620453	0.1477235506	0.2548982668	0.3299370417
254	0.4103984464	0.8263104706	0.9299931366	0.1479419151	0.2552750565	0.3305596662
255	0.4102267833	0.8265081946	0.9298365123	0.1490337373	0.2568928202	0.3317752504
256	0.4100060881	0.8265081946	0.9286684783	0.1492521018	0.2571724203	0.3317094278
257	0.4098262765	0.8265301639	0.9292997961	0.1492521018	0.2571966134	0.3318807441
258	0.4095770664	0.8265081946	0.9280868385	0.149361284	0.2573121414	0.3316768266
259	0.4093250193	0.8265081946	0.9280868385	0.149361284	0.2573121414	0.3316768266
260	0.4091149976	0.8266180412	0.9277515192	0.1500163773	0.2582706767	0.3323364961
261	0.4089144809	0.8266400105	0.9283783784	0.1500163773	0.2582949525	0.3325071473
262	0.4087175555	0.8266400105	0.9278002699	0.1501255596	0.2584343577	0.3324747596
263	0.4085405974	0.8267498572	0.9280430397	0.1506714707	0.2592523013	0.3331653325
264	0.4083368786	0.8268597039	0.9288590604	0.1511081996	0.2599305099	0.3338870438
265	0.4081237388	0.8268816732	0.9260493005	0.1517632929	0.2607879925	0.3338649139
266	0.4078890911	0.8270134892	0.9274783766	0.1522000218	0.2614894016	0.3347535584
267	0.4077208726	0.8270793972	0.9259259259	0.1528551152	0.2623934027	0.3350708715
268	0.4075421311	0.8272551518	0.9246395806	0.1540561197	0.2641085634	0.3360745226
269	0.4073702688	0.8272771211	0.9241334205	0.1542744841	0.2644086826	0.3361807981
270	0.4071981311	0.8272112131	0.9239842726	0.1539469374	0.2639213851	0.3357700914
271	0.4070299956	0.8272990905	0.9241830065	0.1543836663	0.2645710544	0.3363176045
272	0.406812035	0.8273649985	0.9237785016	0.1548203952	0.2651954367	0.3366973517
273	0.4066431378	0.8275187838	0.9241245136	0.1555846708	0.2663302495	0.3376526634
274	0.4064202795	0.8277384771	0.9257105943	0.1564581286	0.2676753526	0.3390743296
275	0.406224599	0.8278483237	0.9254019293	0.157113222	0.2686204965	0.3397223623
276	0.4060635737	0.8279142317	0.9255455712	0.1574407686	0.26910516	0.340128965
277	0.4058720519	0.8280460477	0.925831202	0.158095862	0.2700736734	0.3409409215
278	0.4056863765	0.8281119557	0.9254302103	0.1585325909	0.2706935123	0.3413159092
279	0.4055208021	0.8281119557	0.9243483789	0.1587509553	0.2709653373	0.3412557286
280	0.4053465313	0.8282437717	0.9246358455	0.1594060487	0.2719314584	0.3420652171
281	0.405186266	0.828331649	0.9248262792	0.1598427776	0.2725749395	0.3426039658
282	0.4050343251	0.8283536183	0.9248737374	0.1599519598	0.2727357349	0.3427385397
283	0.4048467636	0.8283755877	0.9249211356	0.160061142	0.2728965004	0.3428730683
284	0.4046228387	0.8284414957	0.9245283019	0.1604978709	0.2735138152	0.3432465764
285	0.404429684	0.8284854343	0.9251572327	0.1606070532	0.2736998791	0.3435450349
286	0.4042879001	0.828529373	0.9247176913	0.1609345998	0.2741560495	0.343783702
287	0.4040817884	0.828661189	0.925	0.1615896932	0.2751185054	0.3445880471
288	0.4039320273	0.8287710356	0.9252336449	0.1621356043	0.2759197324	0.3452571104
289	0.4037535198	0.8288149743	0.9263880225	0.1621356043	0.2759710091	0.3455841978
290	0.4035298727	0.828858913	0.9254195152	0.1625723332	0.2765601783	0.3457915641
291	0.4032945387	0.8290126983	0.9252163164	0.163445791	0.2778138629	0.346695553
292	0.403028387	0.8290126983	0.9241676942	0.1636641555	0.2780818106	0.3466368638
293	0.4028625525	0.8291225449	0.9254467036	0.1639917022	0.2786125023	0.347361101
294	0.4027195195	0.8292323916	0.9246323529	0.1647559777	0.279677509	0.3479668852
295	0.4025307434	0.8292982996	0.9247706422	0.1650835244	0.280155642	0.3483650471
296	0.4023997133	0.8293422382	0.9243441123	0.1654110711	0.2806075199	0.3486011996
297	0.4022351964	0.8294081462	0.9255189255	0.1655202533	0.2808187459	0.3490570351
298	0.4020744058	0.8294520849	0.9256097561	0.1657386178	0.2811371423	0.3493218305
299	0.4019187773	0.8296498089	0.9260157671	0.1667212578	0.2825684678	0.3505112994
300	0.4017285096	0.8296278395	0.9270072993	0.1663937111	0.2821438489	0.3504383016
301	0.4015215442	0.8297816249	0.926799758	0.1672671689	0.2833888272	0.3513317755
302	0.4013572916	0.8299793488	0.9261704682	0.1684681734	0.2850808314	0.352456922
303	0.4011927659	0.8300232875	0.9262589928	0.1686865378	0.2853976171	0.3527195254
304	0.4010101862	0.8301551035	0.9265232975	0.1693416312	0.2863472722	0.3535063399
305	0.4008333963	0.8303528275	0.926916221	0.1703242712	0.2877697842	0.3546837781
306	0.4006635187	0.8303308581	0.9258600237	0.1704334534	0.2878745966	0.3544952117
307	0.4005025446	0.8303088888	0.9253112033	0.1704334534	0.2878480546	0.3543358047
308	0.4003375071	0.8304187354	0.926035503	0.1708701823	0.2885058531	0.3550176244
309	0.4001589117	0.8304846434	0.9251620507	0.1714160935	0.2892409727	0.355351783
310	0.4000270591	0.8305505514	0.925795053	0.1716344579	0.2895827577	0.3557713307
311	0.3998492041	0.8307043367	0.9256004687	0.1725079157	0.2908153874	0.3566537744
312	0.3996971903	0.8307482754	0.9246935201	0.1729446446	0.2913907285	0.3568571449
313	0.3994155262	0.8309459994	0.925087108	0.1739272846	0.2928039702	0.3580247988
314	0.3992536844	0.8308800914	0.92495637	0.173599738	0.2923331495	0.3576359394
315	0.3991261767	0.8309240301	0.9250435793	0.1738181024	0.2926470588	0.3578952187
316	0.398985623	0.8310778154	0.9238754325	0.1749099247	0.2941338474	0.3587178765
317	0.398835985	0.8311656927	0.9245391705	0.1752374713	0.2946305645	0.3592625559
318	0.3986886435	0.8312975087	0.9243119266	0.1760017469	0.2956984316	0.3600091627
319	0.3985376955	0.831451294	0.924614506	0.1767660225	0.296791934	0.3609107408
